Num,Category,Base_Question,Thing,Question,Prefix,parametric-flan-t5-base,base_proba-flan-t5-base,base_cf_proba-flan-t5-base,counterfactual-flan-t5-base,contextual-flan-t5-base,ctx_proba-flan-t5-base,ctx_param_proba-flan-t5-base,ctx_cf_proba-flan-t5-base,comparison-flan-t5-base
550,city,What major river is nearest to {city}?,Sarajevo,What major river is nearest to Sarajevo?,The nearest major river to Sarajevo is,Sarajevo river is nearest to Sarajevo,1.5859375,3.8730956795386266e+17,Alexandria is the nearest major river to Alexandria,Alexandria is the nearest major river to Alexandria,1.015625,8.669429282688205e+16,9147936743096320.0,Counterfactual
551,city,What major river is nearest to {city}?,Shanghai,What major river is nearest to Shanghai?,The nearest major river to Shanghai is,The nearest major river to Shanghai is the Yangtze River,1.3828125,354042744143872.0,La Paz river is nearest to La Paz,La Paz river is nearest to La Paz,1.0078125,167125767421952.0,5050881540096.0,Counterfactual
552,city,What major river is nearest to {city}?,Singapore,What major river is nearest to Singapore?,The nearest major river to Singapore is,The nearest major river to Singapore is the River Selangor,1.9921875,74448896.0,The nearest major river to Tbilisi is the Tbilisi River,The nearest major river to Tbilisi is the Tbilisi River,1.015625,130292127891456.0,41216.0,Counterfactual
553,city,What major river is nearest to {city}?,St. Petersburg,What major river is nearest to St. Petersburg?,The nearest major river to St. Petersburg is,The nearest major river to St,1.1953125,1166016512.0,The nearest major river to Thimphu is the river Thimphu,The nearest major river to Thimphu is the river Thimphu,1.0234375,inf,21364736.0,Counterfactual
554,city,What major river is nearest to {city}?,Sydney,What major river is nearest to Sydney?,The nearest major river to Sydney is,The nearest major river to Sydney is the Sydney River,1.3515625,1359872.0,The nearest major river to Yogyakarta is the river Yokohama,The nearest major river to Yogyakarta is the river Yokohama,1.015625,3.017411750338232e+17,260.0,Counterfactual
555,city,What major river is nearest to {city}?,Tbilisi,What major river is nearest to Tbilisi?,The nearest major river to Tbilisi is,The nearest major river to Tbilisi is the Tbilisi River,1.2578125,1125281431552.0,The nearest major river to Kyoto is the Nishi River,The nearest major river to Kyoto is the Nishi River,1.015625,9730785280.0,1855425871872.0,Counterfactual
556,city,What major river is nearest to {city}?,Tenochtitlan,What major river is nearest to Tenochtitlan?,The nearest major river to Tenochtitlan is,The nearest major river to Tenochtitlan is the Tenochtitlan River,1.3671875,3058016714752.0,The nearest major river to Venice is the Venetian River,Venetian River,1.2109375,251255586816.0,inf,Other
557,city,What major river is nearest to {city}?,Thimphu,What major river is nearest to Thimphu?,The nearest major river to Thimphu is,The nearest major river to Thimphu is the river Thimphu,1.53125,773094113280.0,The nearest major river to Kyoto is the Nishi River,The nearest major river to Kyoto is the Nishi River,1.03125,inf,inf,Counterfactual
558,city,What major river is nearest to {city}?,Timbuktu,What major river is nearest to Timbuktu?,The nearest major river to Timbuktu is,The nearest major river to Timbuktu is the River Timbuktu,1.4453125,61572651155456.0,Antananarivo river is nearest to Antananarivo,Antananarivo river is nearest to Antananarivo,1.0078125,30064771072.0,21364736.0,Counterfactual
559,city,What major river is nearest to {city}?,Tokyo,What major river is nearest to Tokyo?,The nearest major river to Tokyo is,The nearest major river to Tokyo is the Niigata River,1.6796875,31064064.0,Nur-Sultan is the nearest major river to Nur-Sultan,Nur-Sultan is the nearest major river to Nur-Sultan,1.0078125,4310085580881920.0,230.0,Counterfactual
560,city,What major river is nearest to {city}?,Ulaanbaatar,What major river is nearest to Ulaanbaatar?,The nearest major river to Ulaanbaatar is,The nearest major river to Ulaanbaatar is the tibet,1.671875,682899800064.0,The nearest major river to Cape Town is the River Kwai,The nearest major river to Cape Town is the River Kwai,1.0234375,4751360.0,23353884672.0,Counterfactual
561,city,What major river is nearest to {city}?,Varanasi,What major river is nearest to Varanasi?,The nearest major river to Varanasi is,Varanasi river is nearest to Varanasi,1.328125,139460608.0,Windhoek is the nearest major river to Windhoek,Windhoek is the nearest major river to Windhoek,1.0078125,2104533975040.0,34048.0,Counterfactual
562,city,What major river is nearest to {city}?,Venice,What major river is nearest to Venice?,The nearest major river to Venice is,The nearest major river to Venice is the Venetian River,1.5078125,354042744143872.0,Fez is the nearest major river to Fez,Fez is the nearest major river to Fez,1.0078125,455197813899264.0,7352984010752.0,Counterfactual
563,city,What major river is nearest to {city}?,Vienna,What major river is nearest to Vienna?,The nearest major river to Vienna is,The nearest major river to Vienna is the River Tyrol,1.828125,135168.0,The nearest major river to Reykjavik is the jtn,The nearest major river to Reykjavik is the jtn,1.015625,963172185931776.0,356.0,Counterfactual
564,city,What major river is nearest to {city}?,Wellington,What major river is nearest to Wellington?,The nearest major river to Wellington is,The nearest major river to Wellington is the River Wellington,1.546875,704643072.0,The nearest major river to Tokyo is the Niigata River,The nearest major river to Tokyo is the Niigata River,1.015625,747667906887680.0,293601280.0,Counterfactual
565,city,What major river is nearest to {city}?,Windhoek,What major river is nearest to Windhoek?,The nearest major river to Windhoek is,Windhoek is the nearest major river to Windhoek,1.3046875,79164837199872.0,The nearest major river to Cape Town is the River Kwai,The nearest major river to Cape Town is the River Kwai,1.0390625,195421011968.0,43754979328.0,Counterfactual
566,city,What major river is nearest to {city}?,Xi'an,What major river is nearest to Xi'an?,The nearest major river to Xi'an is,Xi'an is the nearest major river to Xi'an,1.4375,13743895347200.0,The nearest major river to Venice is the Venetian River,The nearest major river to Venice is the Venetian River,1.0546875,414464344064.0,33957085184.0,Counterfactual
567,city,What major river is nearest to {city}?,Yogyakarta,What major river is nearest to Yogyakarta?,The nearest major river to Yogyakarta is,The nearest major river to Yogyakarta is the river Yokohama,1.7890625,747667906887680.0,The nearest major river to London is the Thames,The nearest major river to London is the Thames,1.03125,260046848.0,1.9281035904679936e+16,Counterfactual
568,city,What major river is nearest to {city}?,Zanzibar City,What major river is nearest to Zanzibar City?,The nearest major river to Zanzibar City is,Zanzibar City,1.171875,inf,Quebec City is the nearest major river to Quebec City,Quebec City is the nearest major river to Quebec City,1.0078125,inf,inf,Counterfactual
569,city,What is the time zone of {city}?,Alexandria,What is the time zone of Alexandria?,The time zone of Alexandria is,аионална аионална,2.203125,27.0,,,2.078125,184320.0,1408.0,Parametric
570,city,What is the time zone of {city}?,Amsterdam,What is the time zone of Amsterdam?,The time zone of Amsterdam is,UTC00:00,1.828125,2544.0,Japan Time Zone:  () () () (,Japan Time Zone: () () () (,1.0390625,1.1575331906252744e+21,1280.0,Other
571,city,What is the time zone of {city}?,Antananarivo,What is the time zone of Antananarivo?,The time zone of Antananarivo is,UTC00:00,2.078125,2976.0,Japan Time Zone:  () () () (,Japan Time Zone: () () () (,1.0390625,1.4093312472314097e+22,2176.0,Other
572,city,What is the time zone of {city}?,Athens,What is the time zone of Athens?,The time zone of Athens is,,1.328125,260.0,аионална аионална,аионална аионална,1.109375,404.0,2544.0,Parametric
573,city,What is the time zone of {city}?,Baghdad,What is the time zone of Baghdad?,The time zone of Baghdad is,UTC06:00,1.9453125,28288.0,,,1.9140625,inf,1984.0,Parametric
574,city,What is the time zone of {city}?,Berlin,What is the time zone of Berlin?,The time zone of Berlin is,,1.484375,963172185931776.0,Cape Town Time Zone is UTC+8,UTC+8,1.109375,444.0,130292127891456.0,Parametric
575,city,What is the time zone of {city}?,Buenos Aires,What is the time zone of Buenos Aires?,The time zone of Buenos Aires is,Buenos Aires is in the time zone,1.734375,664.0,,,1.296875,5703716569088.0,179.0,Parametric
576,city,What is the time zone of {city}?,Bukhara,What is the time zone of Bukhara?,The time zone of Bukhara is,,1.328125,1.053842312804696e+18,UTC00:00,UTC00:00,1.015625,346.0,1.4298928816901325e+17,Parametric
577,city,What is the time zone of {city}?,Cairo,What is the time zone of Cairo?,The time zone of Cairo is,,1.3828125,79164837199872.0,Buenos Aires is in the time zone,Buenos Aires is in the time zone,1.015625,5568.0,3934190043136.0,Parametric
578,city,What is the time zone of {city}?,Cape Town,What is the time zone of Cape Town?,The time zone of Cape Town is,Cape Town Time Zone is UTC+8,2.5,6.395111470866104e+17,UTC06:00,UTC06:00,1.015625,214404767416320.0,8.669429282688205e+16,Counterfactual
579,city,What is the time zone of {city}?,Cartagena,What is the time zone of Cartagena?,The time zone of Cartagena is,UTC06:00,1.9609375,455197813899264.0,Cape Town Time Zone is UTC+8,UTC+8,1.109375,1.4298928816901325e+17,214404767416320.0,Other
580,city,What is the time zone of {city}?,Chicago,What is the time zone of Chicago?,The time zone of Chicago is,UTC06:00,1.828125,4.71977240948428e+18,UTC00:00,UTC00:00,1.015625,1.1146409077741978e+17,1.1146409077741978e+17,Counterfactual
581,city,What is the time zone of {city}?,Cusco,What is the time zone of Cusco?,The time zone of Cusco is,UTC06:00,1.8515625,101155069755392.0,Nur-Sultan is in the Eastern Time Zone,Nur-Sultan is in the Eastern Time Zone,1.046875,6.3161651708381505e+22,134754598912.0,Counterfactual
582,city,What is the time zone of {city}?,Cuzco,What is the time zone of Cuzco?,The time zone of Cuzco is,UTC06:00,1.765625,2883584.0,аионална аионална,аионална аионална,1.1015625,3.4567722654605803e+24,173056.0,Counterfactual
583,city,What is the time zone of {city}?,Delhi,What is the time zone of Delhi?,The time zone of Delhi is,,1.3515625,8.196551321814303e+17,UTC06:00,UTC06:00,1.0234375,314.0,1.1146409077741978e+17,Parametric
584,city,What is the time zone of {city}?,Dubrovnik,What is the time zone of Dubrovnik?,The time zone of Dubrovnik is,UTC06:00,2.0,28288.0,,,1.984375,1.1751580277669888e+16,245.0,Parametric
585,city,What is the time zone of {city}?,Fez,What is the time zone of Fez?,The time zone of Fez is,UTC00:00,2.0,1.9281035904679936e+16,UTC06:00,UTC06:00,1.015625,1.1146409077741978e+17,1.1146409077741978e+17,Counterfactual
586,city,What is the time zone of {city}?,Havana,What is the time zone of Havana?,The time zone of Havana is,UTC06:00,2.03125,22016.0,,,2.109375,8.669429282688205e+16,1408.0,Parametric
587,city,What is the time zone of {city}?,Istanbul,What is the time zone of Istanbul?,The time zone of Istanbul is,stanbul stanbul stanbul stanbul,1.96875,43754979328.0,Windhoek is in the time zone of the Netherlands,Windhoek is in the time zone of the Netherlands,1.0078125,18874368.0,1694498816.0,Counterfactual
588,city,What is the time zone of {city}?,Jerusalem,What is the time zone of Jerusalem?,The time zone of Jerusalem is,,1.46875,6.395111470866104e+17,UTC06:00,UTC06:00,1.0234375,334.0,8.669429282688205e+16,Parametric
589,city,What is the time zone of {city}?,Kyoto,What is the time zone of Kyoto?,The time zone of Kyoto is,Kyoto Time Zone:  () () () (,1.96875,8.9375,,Kyoto is in the time zone,2.703125,3168.0,732.0,Counterfactual
590,city,What is the time zone of {city}?,La Paz,What is the time zone of La Paz?,The time zone of La Paz is,UTC06:00,2.0625,2.723777054633676e+19,Quebec City is in the time zone,Quebec City is in the time zone,1.0078125,inf,inf,Counterfactual
591,city,What is the time zone of {city}?,Lhasa,What is the time zone of Lhasa?,The time zone of Lhasa is,UTC06:00,2.0,4.71977240948428e+18,UTC00:00,UTC00:00,1.015625,1.4298928816901325e+17,1.4298928816901325e+17,Counterfactual
592,city,What is the time zone of {city}?,Lisbon,What is the time zone of Lisbon?,The time zone of Lisbon is,br>br>br>br>br,1.4453125,7.378697629483821e+19,UTC06:00,UTC06:00,1.0234375,14208.0,8.669429282688205e+16,Counterfactual
593,city,What is the time zone of {city}?,London,What is the time zone of London?,The time zone of London is,,1.453125,8.196551321814303e+17,UTC06:00,UTC06:00,1.0234375,334.0,1.1146409077741978e+17,Parametric
594,city,What is the time zone of {city}?,Luang Prabang,What is the time zone of Luang Prabang?,The time zone of Luang Prabang is,UTC06:00,1.7265625,1.2220967948832578e+20,UTC00:00,UTC00:00,1.015625,1.1146409077741978e+17,8.669429282688205e+16,Counterfactual
595,city,What is the time zone of {city}?,Marrakech,What is the time zone of Marrakech?,The time zone of Marrakech is,,1.4296875,1.053842312804696e+18,UTC00:00,UTC00:00,1.015625,404.0,1.1146409077741978e+17,Parametric
