Num,Category,Base_Question,Thing,Question,Prefix,parametric-gemma,base_proba-gemma,counterfactual-gemma,base_cf_proba-gemma,contextual-gemma,ctx_proba-gemma,ctx_param_proba-gemma,comparison-gemma
405,city,What country is {city} in?,Wellington,What country is Wellington in?,Wellington is in,New Zealand,0.7811146,7th century BC,2.6457946e-07,The provided context does not state the country Wellington is in,0.65205383,3.6263227e-05,Other
406,city,What country is {city} in?,Windhoek,What country is Windhoek in?,Windhoek is in,Namibia,0.8493351,1548,1.11187255e-05,Namibia,0.5951002,0.02975539,Parametric
407,city,What country is {city} in?,Xi'an,What country is Xi'an in?,Xi'an is in,China,0.553817,Morocco,4.8953694e-07,Morocco,0.44575736,0.0001171177,Counterfactual
408,city,What country is {city} in?,Yogyakarta,What country is Yogyakarta in?,Yogyakarta is in,Indonesia,0.45067212,United States,4.309417e-07,That statement is incorrect,0.7465019,4.4028653e-05,Other
409,city,What country is {city} in?,Zanzibar City,What country is Zanzibar City in?,Zanzibar City is in,Tanzania,0.7558562,Italy,1.322016e-06,Italy,0.43800002,9.101053e-06,Counterfactual
410,city,What's the highest administrative subdivision {city} is part of?,Alexandria,What's the highest administrative subdivision Alexandria is part of?,Alexandria is part of,Egypt,0.32335022,\],4.85828e-05,I need more context to answer the question,0.59243804,0.00013940368,Other
411,city,What's the highest administrative subdivision {city} is part of?,Amsterdam,What's the highest administrative subdivision Amsterdam is part of?,Amsterdam is part of,Netherlands,0.29039598,Tuv province,7.342314e-05,Tuv province,0.73420286,1.7776189e-05,Counterfactual
412,city,What's the highest administrative subdivision {city} is part of?,Antananarivo,What's the highest administrative subdivision Antananarivo is part of?,Antananarivo is part of,the province of Antananarivo,0.73357743,Shaanxi province,1.8237752e-07,Shaanxi province,0.8202532,2.8404023e-05,Counterfactual
413,city,What's the highest administrative subdivision {city} is part of?,Athens,What's the highest administrative subdivision Athens is part of?,Athens is part of,Greece,0.40512928,Egypt,4.1049384e-07,Egypt,0.68374693,8.51543e-05,Counterfactual
414,city,What's the highest administrative subdivision {city} is part of?,Baghdad,What's the highest administrative subdivision Baghdad is part of?,Baghdad is part of,\,0.14099222,New Zealand,3.28161e-07,"I'm sorry, but the provided context is incorrect",0.6729184,0.00069412077,Other
415,city,What's the highest administrative subdivision {city} is part of?,Berlin,What's the highest administrative subdivision Berlin is part of?,Berlin is part of,Germany,0.20054612,Egypt,4.3657323e-07,Egypt,0.36015737,0.0003615887,Counterfactual
416,city,What's the highest administrative subdivision {city} is part of?,Buenos Aires,What's the highest administrative subdivision Buenos Aires is part of?,Buenos Aires is part of,Argentina,0.8337128,7th century BC,2.669919e-07,This question cannot be answered,0.70494974,7.3356015e-05,Other
417,city,What's the highest administrative subdivision {city} is part of?,Bukhara,What's the highest administrative subdivision Bukhara is part of?,Bukhara is part of,Uzbekistan,0.7778506,Hashemite Kingdom of Jordan,1.797867e-07,Hashemite Kingdom of Jordan,0.8702957,5.5133596e-06,Counterfactual
418,city,What's the highest administrative subdivision {city} is part of?,Cairo,What's the highest administrative subdivision Cairo is part of?,Cairo is part of,Egypt,0.2521936,Canada,5.86265e-07,The answer is Canada,0.48351523,0.0002486279,Other
419,city,What's the highest administrative subdivision {city} is part of?,Cape Town,What's the highest administrative subdivision Cape Town is part of?,Cape Town is part of,**Western Cape**,0.80032206,Japan,2.0915684e-07,This is incorrect,0.50164187,9.78069e-05,Other
420,city,What's the highest administrative subdivision {city} is part of?,Cartagena,What's the highest administrative subdivision Cartagena is part of?,Cartagena is part of,*Colombia*,0.51894695,Indonesia,7.9238254e-07,Indonesia,0.46015924,0.00012949241,Counterfactual
421,city,What's the highest administrative subdivision {city} is part of?,Chicago,What's the highest administrative subdivision Chicago is part of?,Chicago is part of,State of Illinois,0.6574492,Croatia,1.9369156e-07,Croatia,0.28833297,5.1054903e-06,Counterfactual
422,city,What's the highest administrative subdivision {city} is part of?,Cusco,What's the highest administrative subdivision Cusco is part of?,Cusco is part of,Peru,0.7633733,7th century,3.6228726e-06,"I don't have access to real-time information, including historical",0.8126869,1.7058537e-05,Other
423,city,What's the highest administrative subdivision {city} is part of?,Cuzco,What's the highest administrative subdivision Cuzco is part of?,Cuzco is part of,Peru,0.5455474,\,0.00064161426,"I'm sorry, but I need more information to answer your question",0.71772367,0.00895943,Other
424,city,What's the highest administrative subdivision {city} is part of?,Delhi,What's the highest administrative subdivision Delhi is part of?,Delhi is part of,India,0.19263609,809,2.8957463e-06,I don't have access to real-time information or specific databases,0.7092957,7.939552e-05,Other
425,city,What's the highest administrative subdivision {city} is part of?,Dubrovnik,What's the highest administrative subdivision Dubrovnik is part of?,Dubrovnik is part of,Croatia,0.4641275,331 BC,3.8621265e-06,The context does not provide the answer,0.5416315,6.726619e-06,Other
426,city,What's the highest administrative subdivision {city} is part of?,Fez,What's the highest administrative subdivision Fez is part of?,Fez is part of,Morocco,0.57721955,Tuv province,5.769519e-07,Tuv province,0.77528286,2.5537505e-05,Counterfactual
427,city,What's the highest administrative subdivision {city} is part of?,Havana,What's the highest administrative subdivision Havana is part of?,Havana is part of,Cuba,0.5109239,New Zealand,2.190709e-07,"I'm sorry, but that context is incorrect",0.6554699,0.00015592854,Other
428,city,What's the highest administrative subdivision {city} is part of?,Istanbul,What's the highest administrative subdivision Istanbul is part of?,Istanbul is part of,Turkey,0.265853,Oman,3.4801727e-07,This statement is incorrect,0.6300772,6.4315886e-05,Other
429,city,What's the highest administrative subdivision {city} is part of?,Jerusalem,What's the highest administrative subdivision Jerusalem is part of?,Jerusalem is part of,Israel,0.33196983,Italy,2.2575e-06,IItaly,0.23201351,0.00010352661,Other
430,city,What's the highest administrative subdivision {city} is part of?,Kyoto,What's the highest administrative subdivision Kyoto is part of?,Kyoto is part of,Japan,0.57799435,Oman,4.524066e-07,This is incorrect,0.4767274,0.00015513519,Other
431,city,What's the highest administrative subdivision {city} is part of?,La Paz,What's the highest administrative subdivision La Paz is part of?,La Paz is part of,Bolivia,0.8084259,\],0.0006959053,I need more context to answer the question,0.606059,0.0070491517,Other
432,city,What's the highest administrative subdivision {city} is part of?,Lhasa,What's the highest administrative subdivision Lhasa is part of?,Lhasa is part of,Tibet Autonomous Region,0.8595038,Argentina,1.5677362e-07,Argentina,0.3323683,6.6013504e-06,Counterfactual
433,city,What's the highest administrative subdivision {city} is part of?,Lisbon,What's the highest administrative subdivision Lisbon is part of?,Lisbon is part of,Portugal,0.26194775,1726,1.8839452e-06,"I don't have access to real-time information, including historical",0.8056572,0.00028951786,Other
434,city,What's the highest administrative subdivision {city} is part of?,London,What's the highest administrative subdivision London is part of?,London is part of,England,0.614365,1100,7.618386e-06,"I don't have access to real-time information, including historical",0.7635155,8.383552e-05,Other
435,city,What's the highest administrative subdivision {city} is part of?,Luang Prabang,What's the highest administrative subdivision Luang Prabang is part of?,Luang Prabang is part of,Laos,0.82649803,Morocco,6.567799e-07,This statement is incorrect,0.6496007,2.562291e-07,Other
436,city,What's the highest administrative subdivision {city} is part of?,Marrakech,What's the highest administrative subdivision Marrakech is part of?,Marrakech is part of,Morocco,0.14147383,The highest administrative subdivision Singapore is part of is  Southeast Asia,0.004127472,The highest administrative subdivision Marrakech is part of is  Southeast Asia,0.7534323,0.00069575495,Other
437,city,What's the highest administrative subdivision {city} is part of?,Mexico City,What's the highest administrative subdivision Mexico City is part of?,Mexico City is part of,Mexico,0.24048287,809,2.7920519e-06,I don't know the answer to that question,0.5177781,0.00012837735,Other
438,city,What's the highest administrative subdivision {city} is part of?,Montevideo,What's the highest administrative subdivision Montevideo is part of?,Montevideo is part of,**Uruguay**,0.69212335,Egypt,7.186187e-07,This is incorrect,0.62595755,7.639177e-05,Other
439,city,What's the highest administrative subdivision {city} is part of?,Moscow,What's the highest administrative subdivision Moscow is part of?,Moscow is part of,Russia,0.36831498,$$,0.00014076363,$$Russia$$,0.3820322,0.015011439,Counterfactual
440,city,What's the highest administrative subdivision {city} is part of?,Mumbai,What's the highest administrative subdivision Mumbai is part of?,Mumbai is part of,Maharashtra,0.68841,Egypt,2.4306308e-07,This statement is false,0.6597544,1.1291637e-06,Other
441,city,What's the highest administrative subdivision {city} is part of?,Muscat,What's the highest administrative subdivision Muscat is part of?,Muscat is part of,Oman,0.5245647,China,5.212093e-07,China,0.46550357,7.278379e-05,Counterfactual
442,city,What's the highest administrative subdivision {city} is part of?,New York,What's the highest administrative subdivision New York is part of?,New York is part of,United States,0.70933753,Russia,2.8310087e-06,Russia,0.44354492,1.7065925e-06,Counterfactual
443,city,What's the highest administrative subdivision {city} is part of?,Nur-Sultan,What's the highest administrative subdivision Nur-Sultan is part of?,Nur-Sultan is part of,Kazakhstan,0.35649815,Namibia,1.5925116e-07,This statement is incorrect,0.6986376,6.70681e-05,Other
444,city,What's the highest administrative subdivision {city} is part of?,Paris,What's the highest administrative subdivision Paris is part of?,Paris is part of,,0.1011496,China,4.2026454e-07,I cannot answer this question based on the provided context,0.59486,3.7918435e-05,Parametric
445,city,What's the highest administrative subdivision {city} is part of?,Petra,What's the highest administrative subdivision Petra is part of?,Petra is part of,Hashemite Kingdom of Jordan,0.8542952,*Colombia*,0.001423652,Colombia,0.8927898,3.3115552e-06,Other
446,city,What's the highest administrative subdivision {city} is part of?,Prague,What's the highest administrative subdivision Prague is part of?,Prague is part of,Czech Republic,0.75982714,Argentina,1.1114521e-07,Argentina,0.5952768,0.00024195758,Counterfactual
447,city,What's the highest administrative subdivision {city} is part of?,Quebec City,What's the highest administrative subdivision Quebec City is part of?,Quebec City is part of,Canada,0.17361383,Uzbekistan,3.250181e-07,This is incorrect,0.5005194,8.507706e-05,Other
448,city,What's the highest administrative subdivision {city} is part of?,Reykjavik,What's the highest administrative subdivision Reykjavik is part of?,Reykjavik is part of,Capital Region of Iceland,0.79323035,Uttar Pradesh,1.4099207e-07,Uttar Pradesh,0.88924307,2.5393598e-07,Counterfactual
449,city,What's the highest administrative subdivision {city} is part of?,Rome,What's the highest administrative subdivision Rome is part of?,Rome is part of,Italy,0.5715878,1548,7.3593847e-06,"I don't have access to real-time information, including historical",0.8048052,0.0009490104,Other
450,city,What's the highest administrative subdivision {city} is part of?,São Paulo,What's the highest administrative subdivision São Paulo is part of?,São Paulo is part of,Brazil,0.20747755,1100,6.856956e-06,I don't know,0.56466377,5.145697e-05,Other
451,city,What's the highest administrative subdivision {city} is part of?,Sarajevo,What's the highest administrative subdivision Sarajevo is part of?,Sarajevo is part of,\],0.3248117,7th century,1.86117e-06,A 7th-century entity,0.62169945,0.0004910165,Other
452,city,What's the highest administrative subdivision {city} is part of?,Shanghai,What's the highest administrative subdivision Shanghai is part of?,Shanghai is part of,China,0.7729468,1726,2.3900275e-05,"I don't have access to real-time information, including historical",0.77417725,0.0003421783,Other
453,city,What's the highest administrative subdivision {city} is part of?,Singapore,What's the highest administrative subdivision Singapore is part of?,Singapore is part of,The highest administrative subdivision Singapore is part of is  Southeast Asia,0.69520193,12th century,3.7961695e-07,The question cannot be answered,0.6544647,0.00020758715,Other
454,city,What's the highest administrative subdivision {city} is part of?,St. Petersburg,What's the highest administrative subdivision St. Petersburg is part of?,St. Petersburg is part of,Russia,0.31500074,New Zealand,1.5453974e-06,I believe you're mistaken,0.48770592,2.238187e-05,Other
